Tick,Evento,ID Repartidor
527,Se asignó el rapartidor,10
528,El repartidor vuelve a estar listo,9
529,Se asignó el rapartidor,9
529,El repartidor vuelve a estar listo,2
530,Se asignó el rapartidor,2
530,El repartidor vuelve a estar listo,11
531,Se asignó el rapartidor,11
531,Finalizó el envío del pedido,12
531,Comenzó el envio del pedido,3
532,El repartidor vuelve a estar listo,14
532,El repartidor vuelve a estar listo,4
532,Finalizó el envío del pedido,15
532,Comenzó el envio del pedido,1
533,Se asignó el rapartidor,14
534,Se asignó el rapartidor,4
536,Finalizó el envío del pedido,5
538,El repartidor vuelve a estar listo,15
538,Finalizó el envío del pedido,3
538,Finalizó el envío del pedido,6
538,Finalizó el envío del pedido,13
539,Se asignó el rapartidor,15
540,El repartidor vuelve a estar listo,8
540,El repartidor vuelve a estar listo,12
541,Se asignó el rapartidor,8
542,Se asignó el rapartidor,12
542,Comenzó el envio del pedido,8
543,Comenzó el envio del pedido,12
543,Comenzó el envio del pedido,14
543,Comenzó el envio del pedido,7
545,El repartidor vuelve a estar listo,3
545,Finalizó el envío del pedido,1
546,Se asignó el rapartidor,3
547,El repartidor vuelve a estar listo,5
548,Se asignó el rapartidor,5
549,Comenzó el envio del pedido,5
552,El repartidor vuelve a estar listo,13
552,Finalizó el envío del pedido,8
553,Se asignó el rapartidor,13
553,Comenzó el envio del pedido,9
554,Comenzó el envio del pedido,13
555,El repartidor vuelve a estar listo,6
556,Se asignó el rapartidor,6
556,Finalizó el envío del pedido,14
557,Finalizó el envío del pedido,12
558,El repartidor vuelve a estar listo,1
559,Se asignó el rapartidor,1
559,Comenzó el envio del pedido,4
560,Comenzó el envio del pedido,1
560,Finalizó el envío del pedido,13
562,Finalizó el envío del pedido,7
563,El repartidor vuelve a estar listo,8
563,Finalizó el envío del pedido,5
564,Se asignó el rapartidor,8
564,Comenzó el envio del pedido,3
565,Comenzó el envio del pedido,8
565,Finalizó el envío del pedido,4
567,El repartidor vuelve a estar listo,13
567,Comenzó el envio del pedido,10
568,Se asignó el rapartidor,13
569,El repartidor vuelve a estar listo,14
569,Finalizó el envío del pedido,9
570,Se asignó el rapartidor,14
570,Finalizó el envío del pedido,3
571,Comenzó el envio del pedido,6
573,El repartidor vuelve a estar listo,12
573,El repartidor vuelve a estar listo,4
574,Se asignó el rapartidor,12
575,Comenzó el envio del pedido,12
575,Se asignó el rapartidor,4
576,El repartidor vuelve a estar listo,3
576,Comenzó el envio del pedido,2
577,Se asignó el rapartidor,3
578,Comenzó el envio del pedido,3
579,El repartidor vuelve a estar listo,5
579,Finalizó el envío del pedido,1
580,Se asignó el rapartidor,5
580,Comenzó el envio del pedido,14
580,Finalizó el envío del pedido,6
581,Finalizó el envío del pedido,8
582,El repartidor vuelve a estar listo,7
583,Se asignó el rapartidor,7
583,Comenzó el envio del pedido,7
585,Finalizó el envío del pedido,10
586,El repartidor vuelve a estar listo,9
587,Se asignó el rapartidor,9
587,Finalizó el envío del pedido,12
588,Comenzó el envio del pedido,9
588,Comenzó el envio del pedido,11
589,El repartidor vuelve a estar listo,6
589,Comenzó el envio del pedido,15
590,Se asignó el rapartidor,6
591,Comenzó el envio del pedido,6
591,Finalizó el envío del pedido,14
592,Finalizó el envío del pedido,3
596,Finalizó el envío del pedido,2
597,El repartidor vuelve a estar listo,8
597,Finalizó el envío del pedido,15
597,Finalizó el envío del pedido,9
597,Finalizó el envío del pedido,7
598,Se asignó el rapartidor,8
598,El repartidor vuelve a estar listo,1
599,Se asignó el rapartidor,1
599,Comenzó el envio del pedido,8
600,El repartidor vuelve a estar listo,12
601,Se asignó el rapartidor,12
601,Finalizó el envío del pedido,11
602,Comenzó el envio del pedido,12
602,Comenzó el envio del pedido,5
603,El repartidor vuelve a estar listo,14
603,El repartidor vuelve a estar listo,10
604,Se asignó el rapartidor,14
604,Comenzó el envio del pedido,1
605,Comenzó el envio del pedido,14
605,Se asignó el rapartidor,10
605,El repartidor vuelve a estar listo,15
606,Se asignó el rapartidor,15
606,Comenzó el envio del pedido,10
606,Comenzó el envio del pedido,4
607,El repartidor vuelve a estar listo,3
607,El repartidor vuelve a estar listo,9
607,Comenzó el envio del pedido,15
608,Se asignó el rapartidor,9
608,Finalizó el envío del pedido,6
609,Comenzó el envio del pedido,9
609,Se asignó el rapartidor,3
609,Finalizó el envío del pedido,14
611,El repartidor vuelve a estar listo,7
611,Finalizó el envío del pedido,8
611,Comenzó el envio del pedido,13
612,Se asignó el rapartidor,7
613,Finalizó el envío del pedido,12
614,El repartidor vuelve a estar listo,14
614,El repartidor vuelve a estar listo,11
615,Se asignó el rapartidor,14
615,Finalizó el envío del pedido,1
616,Se asignó el rapartidor,11
616,Comenzó el envio del pedido,11
616,El repartidor vuelve a estar listo,2
616,Finalizó el envío del pedido,4
617,Se asignó el rapartidor,2
617,Comenzó el envio del pedido,14
618,Finalizó el envío del pedido,5
621,Finalizó el envío del pedido,15
622,Finalizó el envío del pedido,9
624,El repartidor vuelve a estar listo,8
624,Finalizó el envío del pedido,10
625,Se asignó el rapartidor,8
625,El repartidor vuelve a estar listo,12
626,Se asignó el rapartidor,12
626,Comenzó el envio del pedido,8
626,El repartidor vuelve a estar listo,6
627,Comenzó el envio del pedido,12
627,Se asignó el rapartidor,6
627,El repartidor vuelve a estar listo,1
627,El repartidor vuelve a estar listo,4
628,Se asignó el rapartidor,4
628,Comenzó el envio del pedido,6
629,Se asignó el rapartidor,1
630,Comenzó el envio del pedido,1
630,Finalizó el envío del pedido,13
630,Finalizó el envío del pedido,14
634,El repartidor vuelve a estar listo,5
634,Finalizó el envío del pedido,11
635,Se asignó el rapartidor,5
635,Finalizó el envío del pedido,6
635,Finalizó el envío del pedido,12
636,El repartidor vuelve a estar listo,15
636,El repartidor vuelve a estar listo,9
636,Comenzó el envio del pedido,5
637,Se asignó el rapartidor,15
638,Comenzó el envio del pedido,15
638,Se asignó el rapartidor,9
638,Comenzó el envio del pedido,2
638,Finalizó el envío del pedido,8
638,Finalizó el envío del pedido,1
642,Comenzó el envio del pedido,7
643,El repartidor vuelve a estar listo,10
643,El repartidor vuelve a estar listo,6
644,Se asignó el rapartidor,10
644,El repartidor vuelve a estar listo,14
644,El repartidor vuelve a estar listo,12
645,Comenzó el envio del pedido,10
645,Se asignó el rapartidor,6
646,Comenzó el envio del pedido,6
646,Se asignó el rapartidor,14
646,Comenzó el envio del pedido,3
647,Comenzó el envio del pedido,14
647,Se asignó el rapartidor,12
647,El repartidor vuelve a estar listo,1
647,Finalizó el envío del pedido,15
648,Se asignó el rapartidor,1
648,Comenzó el envio del pedido,12
648,Finalizó el envío del pedido,5
648,Comenzó el envio del pedido,1
649,El repartidor vuelve a estar listo,13
650,Se asignó el rapartidor,13
651,El repartidor vuelve a estar listo,8
652,Se asignó el rapartidor,8
653,El repartidor vuelve a estar listo,11
653,Comenzó el envio del pedido,8
654,Se asignó el rapartidor,11
654,Finalizó el envío del pedido,2
655,Finalizó el envío del pedido,6
656,Finalizó el envío del pedido,7
657,El repartidor vuelve a estar listo,15
658,Se asignó el rapartidor,15
659,Comenzó el envio del pedido,15
659,Comenzó el envio del pedido,9
661,El repartidor vuelve a estar listo,5
661,Comenzó el envio del pedido,13
662,Se asignó el rapartidor,5
662,Finalizó el envío del pedido,3
662,Finalizó el envío del pedido,10
662,Comenzó el envio del pedido,4
663,Comenzó el envio del pedido,5
664,Finalizó el envío del pedido,9
664,Finalizó el envío del pedido,12
664,Comenzó el envio del pedido,11
665,El repartidor vuelve a estar listo,6
665,Finalizó el envío del pedido,1
666,Se asignó el rapartidor,6
666,Finalizó el envío del pedido,14
667,Comenzó el envio del pedido,6
667,Finalizó el envío del pedido,13
667,Finalizó el envío del pedido,8
669,El repartidor vuelve a estar listo,9
670,Se asignó el rapartidor,9
670,El repartidor vuelve a estar listo,7
670,Finalizó el envío del pedido,15
671,Se asignó el rapartidor,7
671,El repartidor vuelve a estar listo,2
672,Comenzó el envio del pedido,7
672,Se asignó el rapartidor,2
672,Finalizó el envío del pedido,6
673,Comenzó el envio del pedido,2
673,El repartidor vuelve a estar listo,13
673,Finalizó el envío del pedido,4
673,Finalizó el envío del pedido,5
674,Se asignó el rapartidor,13
675,Comenzó el envio del pedido,13
677,Finalizó el envío del pedido,11
678,El repartidor vuelve a estar listo,6
678,Comenzó el envio del pedido,9
679,Se asignó el rapartidor,6
679,El repartidor vuelve a estar listo,3
680,Se asignó el rapartidor,3
680,Comenzó el envio del pedido,6
680,El repartidor vuelve a estar listo,10
681,Comenzó el envio del pedido,3
681,Se asignó el rapartidor,10
681,El repartidor vuelve a estar listo,12
682,Comenzó el envio del pedido,10
682,Se asignó el rapartidor,12
682,El repartidor vuelve a estar listo,1
682,El repartidor vuelve a estar listo,15
682,El repartidor vuelve a estar listo,8
683,Se asignó el rapartidor,8
684,Se asignó el rapartidor,15
684,El repartidor vuelve a estar listo,5
684,El repartidor vuelve a estar listo,4
685,Comenzó el envio del pedido,15
685,Se asignó el rapartidor,1
686,Comenzó el envio del pedido,1
686,Se asignó el rapartidor,4
686,El repartidor vuelve a estar listo,14
686,Comenzó el envio del pedido,4
687,Se asignó el rapartidor,5
687,Comenzó el envio del pedido,12
687,Finalizó el envío del pedido,7
687,Finalizó el envío del pedido,6
688,Se asignó el rapartidor,14
688,Comenzó el envio del pedido,5
689,Finalizó el envío del pedido,2
690,Finalizó el envío del pedido,9
691,El repartidor vuelve a estar listo,11
692,Se asignó el rapartidor,11
692,Finalizó el envío del pedido,15
693,Comenzó el envio del pedido,11
693,Finalizó el envío del pedido,13
693,Finalizó el envío del pedido,4
694,Finalizó el envío del pedido,1
695,El repartidor vuelve a estar listo,6
695,Comenzó el envio del pedido,8
696,Se asignó el rapartidor,6
697,Comenzó el envio del pedido,6
697,Finalizó el envío del pedido,12
700,El repartidor vuelve a estar listo,4
700,El repartidor vuelve a estar listo,15
700,Finalizó el envío del pedido,3
700,Finalizó el envío del pedido,10
700,Comenzó el envio del pedido,14
701,Se asignó el rapartidor,15
701,Finalizó el envío del pedido,5
702,Se asignó el rapartidor,4
702,Comenzó el envio del pedido,15
702,El repartidor vuelve a estar listo,9
702,Finalizó el envío del pedido,11
703,Comenzó el envio del pedido,4
703,Se asignó el rapartidor,9
703,El repartidor vuelve a estar listo,7
703,El repartidor vuelve a estar listo,1
704,Se asignó el rapartidor,1
705,Comenzó el envio del pedido,1
705,Se asignó el rapartidor,7
706,El repartidor vuelve a estar listo,2
707,Se asignó el rapartidor,2
707,Finalizó el envío del pedido,8
708,El repartidor vuelve a estar listo,12
708,Comenzó el envio del pedido,2
709,Se asignó el rapartidor,12
710,Comenzó el envio del pedido,12
710,Finalizó el envío del pedido,6
712,El repartidor vuelve a estar listo,13
712,El repartidor vuelve a estar listo,11
713,Se asignó el rapartidor,11
714,Se asignó el rapartidor,13
715,El repartidor vuelve a estar listo,5
715,Comenzó el envio del pedido,13
716,Se asignó el rapartidor,5
717,Comenzó el envio del pedido,5
719,El repartidor vuelve a estar listo,10
719,El repartidor vuelve a estar listo,8
719,Finalizó el envío del pedido,4
719,Finalizó el envío del pedido,14
720,Se asignó el rapartidor,10
720,Comenzó el envio del pedido,9
720,El repartidor vuelve a estar listo,3
720,Finalizó el envío del pedido,15
720,Finalizó el envío del pedido,2
721,Comenzó el envio del pedido,10
721,Se asignó el rapartidor,8
722,Se asignó el rapartidor,3
722,Finalizó el envío del pedido,1
722,Comenzó el envio del pedido,3
724,El repartidor vuelve a estar listo,6
724,Finalizó el envío del pedido,12
725,Se asignó el rapartidor,6
725,Finalizó el envío del pedido,9
726,Comenzó el envio del pedido,6
726,Finalizó el envío del pedido,13
730,Finalizó el envío del pedido,5
730,Finalizó el envío del pedido,6
731,El repartidor vuelve a estar listo,9
732,Se asignó el rapartidor,9
733,El repartidor vuelve a estar listo,2
733,Comenzó el envio del pedido,9
733,Comenzó el envio del pedido,7
734,Se asignó el rapartidor,2
735,Comenzó el envio del pedido,2
735,El repartidor vuelve a estar listo,6
735,Finalizó el envío del pedido,3
736,Se asignó el rapartidor,6
736,El repartidor vuelve a estar listo,4
737,Se asignó el rapartidor,4
738,El repartidor vuelve a estar listo,13
738,El repartidor vuelve a estar listo,14
738,Comenzó el envio del pedido,4
739,Se asignó el rapartidor,14
739,Finalizó el envío del pedido,7
739,Finalizó el envío del pedido,10
739,El repartidor vuelve a estar listo,15
739,El repartidor vuelve a estar listo,12
740,Comenzó el envio del pedido,14
740,Se asignó el rapartidor,13
740,El repartidor vuelve a estar listo,1
741,Comenzó el envio del pedido,13
741,Se asignó el rapartidor,15
742,Comenzó el envio del pedido,15
742,Se asignó el rapartidor,12
742,Finalizó el envío del pedido,9
742,Comenzó el envio del pedido,8
743,Se asignó el rapartidor,1
744,El repartidor vuelve a estar listo,5
744,Finalizó el envío del pedido,14
744,Comenzó el envio del pedido,1
745,Se asignó el rapartidor,5
745,El repartidor vuelve a estar listo,7
745,Finalizó el envío del pedido,13
746,Se asignó el rapartidor,7
746,Comenzó el envio del pedido,5
746,Comenzó el envio del pedido,12
748,El repartidor vuelve a estar listo,3
749,Se asignó el rapartidor,3
749,El repartidor vuelve a estar listo,14
750,Comenzó el envio del pedido,3
750,Se asignó el rapartidor,14
750,El repartidor vuelve a estar listo,13
751,Se asignó el rapartidor,13
751,Finalizó el envío del pedido,4
752,El repartidor vuelve a estar listo,9
752,Comenzó el envio del pedido,13
753,Se asignó el rapartidor,9
753,Finalizó el envío del pedido,8
753,Finalizó el envío del pedido,12
754,Comenzó el envio del pedido,9
754,Finalizó el envío del pedido,2
754,Finalizó el envío del pedido,15
755,Comenzó el envio del pedido,7
756,Finalizó el envío del pedido,1
757,Comenzó el envio del pedido,14
758,El repartidor vuelve a estar listo,10
759,Se asignó el rapartidor,10
760,Comenzó el envio del pedido,10
760,Finalizó el envío del pedido,5
760,Finalizó el envío del pedido,9
761,El repartidor vuelve a estar listo,12
761,Finalizó el envío del pedido,13
762,Se asignó el rapartidor,12
762,Finalizó el envío del pedido,7
763,Comenzó el envio del pedido,12
764,El repartidor vuelve a estar listo,8
765,Se asignó el rapartidor,8
765,El repartidor vuelve a estar listo,4
765,Finalizó el envío del pedido,14
766,Comenzó el envio del pedido,8
766,Se asignó el rapartidor,4
767,El repartidor vuelve a estar listo,15
767,Comenzó el envio del pedido,4
767,El repartidor vuelve a estar listo,9
768,Se asignó el rapartidor,15
768,Finalizó el envío del pedido,3
769,Se asignó el rapartidor,9
769,El repartidor vuelve a estar listo,1
769,El repartidor vuelve a estar listo,7
770,Comenzó el envio del pedido,9
770,Se asignó el rapartidor,1
770,Finalizó el envío del pedido,10
771,Comenzó el envio del pedido,1
771,Se asignó el rapartidor,7
771,El repartidor vuelve a estar listo,13
772,Se asignó el rapartidor,13
772,Finalizó el envío del pedido,8
773,El repartidor vuelve a estar listo,14
773,Comenzó el envio del pedido,13
774,Se asignó el rapartidor,14
774,El repartidor vuelve a estar listo,2
775,Se asignó el rapartidor,2
775,Comenzó el envio del pedido,7
775,Comenzó el envio del pedido,11
775,Comenzó el envio del pedido,6
775,El repartidor vuelve a estar listo,5
775,Finalizó el envío del pedido,12
776,Se asignó el rapartidor,5
777,Comenzó el envio del pedido,5
778,Finalizó el envío del pedido,13
779,El repartidor vuelve a estar listo,8
780,Se asignó el rapartidor,8
780,Finalizó el envío del pedido,6
780,Finalizó el envío del pedido,4
780,Comenzó el envio del pedido,15
781,Comenzó el envio del pedido,8
781,El repartidor vuelve a estar listo,10
782,Se asignó el rapartidor,10
783,Finalizó el envío del pedido,11
784,Finalizó el envío del pedido,9
784,El repartidor vuelve a estar listo,13
785,Se asignó el rapartidor,13
786,El repartidor vuelve a estar listo,6
787,Se asignó el rapartidor,6
787,El repartidor vuelve a estar listo,3
788,Se asignó el rapartidor,3
788,El repartidor vuelve a estar listo,12
789,Se asignó el rapartidor,12
789,Finalizó el envío del pedido,7
789,Finalizó el envío del pedido,1
790,Comenzó el envio del pedido,13
792,El repartidor vuelve a estar listo,11
792,Finalizó el envío del pedido,8
793,Se asignó el rapartidor,11
794,El repartidor vuelve a estar listo,4
794,Comenzó el envio del pedido,14
795,Se asignó el rapartidor,4
796,Comenzó el envio del pedido,4
796,Finalizó el envío del pedido,5
796,Comenzó el envio del pedido,3
798,Comenzó el envio del pedido,2
799,El repartidor vuelve a estar listo,9
800,Se asignó el rapartidor,9
800,Finalizó el envío del pedido,15
800,Comenzó el envio del pedido,6
804,El repartidor vuelve a estar listo,8
804,El repartidor vuelve a estar listo,7
804,Finalizó el envío del pedido,13
805,Se asignó el rapartidor,8
806,Se asignó el rapartidor,7
807,Finalizó el envío del pedido,3
808,El repartidor vuelve a estar listo,1
808,Finalizó el envío del pedido,14
809,Se asignó el rapartidor,1
811,Finalizó el envío del pedido,2
811,Comenzó el envio del pedido,12
814,Finalizó el envío del pedido,4
816,El repartidor vuelve a estar listo,5
817,Se asignó el rapartidor,5
818,El repartidor vuelve a estar listo,13
818,El repartidor vuelve a estar listo,3
819,Se asignó el rapartidor,3
819,Finalizó el envío del pedido,6
820,Se asignó el rapartidor,13
820,El repartidor vuelve a estar listo,15
820,Comenzó el envio del pedido,1
821,Se asignó el rapartidor,15
821,Comenzó el envio del pedido,13
822,El repartidor vuelve a estar listo,14
822,Finalizó el envío del pedido,12
823,Se asignó el rapartidor,14
824,Comenzó el envio del pedido,14
824,El repartidor vuelve a estar listo,2
824,Comenzó el envio del pedido,15
824,Comenzó el envio del pedido,5
825,Se asignó el rapartidor,2
827,Finalizó el envío del pedido,1
829,Comenzó el envio del pedido,9
831,Finalizó el envío del pedido,5
831,Comenzó el envio del pedido,10
833,El repartidor vuelve a estar listo,4
833,El repartidor vuelve a estar listo,12
834,Se asignó el rapartidor,12
834,Finalizó el envío del pedido,13
834,Finalizó el envío del pedido,14
835,Se asignó el rapartidor,4
835,Comenzó el envio del pedido,11
835,El repartidor vuelve a estar listo,1
836,Se asignó el rapartidor,1
836,Comenzó el envio del pedido,4
836,Comenzó el envio del pedido,1
837,Finalizó el envío del pedido,10
838,El repartidor vuelve a estar listo,6
838,El repartidor vuelve a estar listo,5
839,Se asignó el rapartidor,6
840,Comenzó el envio del pedido,6
840,Se asignó el rapartidor,5
840,Finalizó el envío del pedido,15
840,Comenzó el envio del pedido,8
841,Comenzó el envio del pedido,5
841,Finalizó el envío del pedido,1
843,El repartidor vuelve a estar listo,10
843,Finalizó el envío del pedido,4
843,Finalizó el envío del pedido,11
844,Se asignó el rapartidor,10
845,El repartidor vuelve a estar listo,14
845,Comenzó el envio del pedido,10
846,Se asignó el rapartidor,14
846,Comenzó el envio del pedido,12
847,El repartidor vuelve a estar listo,1
847,Finalizó el envío del pedido,9
847,Finalizó el envío del pedido,8
848,Se asignó el rapartidor,1
848,El repartidor vuelve a estar listo,13
849,Comenzó el envio del pedido,1
849,Se asignó el rapartidor,13
849,Finalizó el envío del pedido,10
850,Finalizó el envío del pedido,5
851,El repartidor vuelve a estar listo,4
852,Se asignó el rapartidor,4
852,El repartidor vuelve a estar listo,11
853,Se asignó el rapartidor,11
854,El repartidor vuelve a estar listo,8
854,El repartidor vuelve a estar listo,10
854,Comenzó el envio del pedido,3
855,Se asignó el rapartidor,8
855,Finalizó el envío del pedido,12
856,Se asignó el rapartidor,10
856,Comenzó el envio del pedido,4
856,El repartidor vuelve a estar listo,15
857,Se asignó el rapartidor,15
858,Comenzó el envio del pedido,7
859,Finalizó el envío del pedido,6
860,El repartidor vuelve a estar listo,5
860,Finalizó el envío del pedido,3
860,Finalizó el envío del pedido,1
860,Comenzó el envio del pedido,10
861,Se asignó el rapartidor,5
862,Finalizó el envío del pedido,4
864,El repartidor vuelve a estar listo,12
865,Se asignó el rapartidor,12
865,El repartidor vuelve a estar listo,9
866,Comenzó el envio del pedido,12
866,Se asignó el rapartidor,9
866,Comenzó el envio del pedido,5
866,El repartidor vuelve a estar listo,3
867,Comenzó el envio del pedido,9
867,Se asignó el rapartidor,3
868,Comenzó el envio del pedido,3
869,El repartidor vuelve a estar listo,4
870,Se asignó el rapartidor,4
871,Comenzó el envio del pedido,4
872,Finalizó el envío del pedido,7
872,El repartidor vuelve a estar listo,1
873,Se asignó el rapartidor,1
874,Finalizó el envío del pedido,9
875,Finalizó el envío del pedido,5
876,Comenzó el envio del pedido,1
878,Comenzó el envio del pedido,15
879,El repartidor vuelve a estar listo,6
879,Finalizó el envío del pedido,10
879,Finalizó el envío del pedido,12
879,Comenzó el envio del pedido,8
880,Se asignó el rapartidor,6
880,Comenzó el envio del pedido,14
882,El repartidor vuelve a estar listo,9
882,Finalizó el envío del pedido,3
883,Se asignó el rapartidor,9
884,Comenzó el envio del pedido,9
885,El repartidor vuelve a estar listo,5
885,Finalizó el envío del pedido,4
885,Comenzó el envio del pedido,11
886,Se asignó el rapartidor,5
886,El repartidor vuelve a estar listo,7
886,Finalizó el envío del pedido,8
887,Comenzó el envio del pedido,5
887,Se asignó el rapartidor,7
887,Comenzó el envio del pedido,13
887,Finalizó el envío del pedido,15
888,Finalizó el envío del pedido,14
892,Finalizó el envío del pedido,1
892,Comenzó el envio del pedido,2
893,El repartidor vuelve a estar listo,12
893,El repartidor vuelve a estar listo,8
894,Se asignó el rapartidor,12
894,Finalizó el envío del pedido,11
895,Comenzó el envio del pedido,12
895,Se asignó el rapartidor,8
896,El repartidor vuelve a estar listo,15
896,Comenzó el envio del pedido,8
897,Se asignó el rapartidor,15
897,El repartidor vuelve a estar listo,3
897,El repartidor vuelve a estar listo,14
897,Finalizó el envío del pedido,2
898,Se asignó el rapartidor,3
898,Comenzó el envio del pedido,15
898,El repartidor vuelve a estar listo,10
899,Comenzó el envio del pedido,3
899,Se asignó el rapartidor,14
900,Comenzó el envio del pedido,14
900,Se asignó el rapartidor,10
900,El repartidor vuelve a estar listo,4
901,Comenzó el envio del pedido,10
901,Se asignó el rapartidor,4
901,Comenzó el envio del pedido,6
901,Finalizó el envío del pedido,13
902,El repartidor vuelve a estar listo,2
903,Se asignó el rapartidor,2
903,El repartidor vuelve a estar listo,11
903,Finalizó el envío del pedido,9
904,Se asignó el rapartidor,11
904,Finalizó el envío del pedido,8
904,Finalizó el envío del pedido,5
907,Finalizó el envío del pedido,15
908,El repartidor vuelve a estar listo,1
909,Se asignó el rapartidor,1
909,Finalizó el envío del pedido,6
909,Finalizó el envío del pedido,12
910,Comenzó el envio del pedido,1
913,El repartidor vuelve a estar listo,8
913,Finalizó el envío del pedido,14
913,Comenzó el envio del pedido,11
914,Se asignó el rapartidor,8
915,Comenzó el envio del pedido,8
916,El repartidor vuelve a estar listo,13
917,Se asignó el rapartidor,13
917,El repartidor vuelve a estar listo,15
917,Finalizó el envío del pedido,3
918,Se asignó el rapartidor,15
918,El repartidor vuelve a estar listo,6
918,Finalizó el envío del pedido,11
919,Se asignó el rapartidor,6
920,Finalizó el envío del pedido,10
922,El repartidor vuelve a estar listo,5
923,Se asignó el rapartidor,5
923,El repartidor vuelve a estar listo,9
923,El repartidor vuelve a estar listo,11
924,Se asignó el rapartidor,9
924,Comenzó el envio del pedido,5
924,El repartidor vuelve a estar listo,12
925,Comenzó el envio del pedido,9
925,Se asignó el rapartidor,11
925,Comenzó el envio del pedido,4
926,Comenzó el envio del pedido,11
926,Se asignó el rapartidor,12
926,Comenzó el envio del pedido,2
927,El repartidor vuelve a estar listo,14
927,Comenzó el envio del pedido,7
927,Comenzó el envio del pedido,15
928,Se asignó el rapartidor,14
928,Finalizó el envío del pedido,1
929,Finalizó el envío del pedido,9
931,Finalizó el envío del pedido,8
933,Finalizó el envío del pedido,5
934,El repartidor vuelve a estar listo,9
934,Finalizó el envío del pedido,4
935,Se asignó el rapartidor,9
936,Comenzó el envio del pedido,9
936,El repartidor vuelve a estar listo,3
936,Finalizó el envío del pedido,2
937,Se asignó el rapartidor,3
940,El repartidor vuelve a estar listo,10
940,Finalizó el envío del pedido,11
940,Comenzó el envio del pedido,12
941,Se asignó el rapartidor,10
942,Finalizó el envío del pedido,7
943,El repartidor vuelve a estar listo,5
943,El repartidor vuelve a estar listo,4
944,Se asignó el rapartidor,4
945,Comenzó el envio del pedido,4
945,Se asignó el rapartidor,5
945,Comenzó el envio del pedido,13
946,El repartidor vuelve a estar listo,2
946,Finalizó el envío del pedido,15
946,Finalizó el envío del pedido,12
946,Comenzó el envio del pedido,5
947,Se asignó el rapartidor,2
947,El repartidor vuelve a estar listo,1
948,Se asignó el rapartidor,1
948,El repartidor vuelve a estar listo,8
949,Se asignó el rapartidor,8
950,Comenzó el envio del pedido,8
951,Finalizó el envío del pedido,9
952,El repartidor vuelve a estar listo,12
953,Se asignó el rapartidor,12
953,Finalizó el envío del pedido,5
953,Finalizó el envío del pedido,13
954,Comenzó el envio del pedido,12
955,El repartidor vuelve a estar listo,11
955,Comenzó el envio del pedido,14
956,Se asignó el rapartidor,11
957,Comenzó el envio del pedido,11
957,El repartidor vuelve a estar listo,7
958,Se asignó el rapartidor,7
959,Comenzó el envio del pedido,7
959,Finalizó el envío del pedido,12
959,Comenzó el envio del pedido,2
960,El repartidor vuelve a estar listo,5
961,Se asignó el rapartidor,5
962,El repartidor vuelve a estar listo,13
963,Se asignó el rapartidor,13
964,El repartidor vuelve a estar listo,12
964,Comenzó el envio del pedido,13
964,Finalizó el envío del pedido,4
964,Finalizó el envío del pedido,8
965,Se asignó el rapartidor,12
965,Comenzó el envio del pedido,6
965,El repartidor vuelve a estar listo,15
966,Se asignó el rapartidor,15
966,Comenzó el envio del pedido,15
967,El repartidor vuelve a estar listo,9
967,Finalizó el envío del pedido,11
968,Se asignó el rapartidor,9
971,Comenzó el envio del pedido,9
975,Finalizó el envío del pedido,14
975,Finalizó el envío del pedido,6
975,Comenzó el envio del pedido,3
975,Comenzó el envio del pedido,1
976,Finalizó el envío del pedido,2
978,El repartidor vuelve a estar listo,11
978,Finalizó el envío del pedido,7
978,Finalizó el envío del pedido,9
979,Se asignó el rapartidor,11
979,El repartidor vuelve a estar listo,8
980,Se asignó el rapartidor,8
981,Finalizó el envío del pedido,13
981,Comenzó el envio del pedido,8
984,El repartidor vuelve a estar listo,4
984,Comenzó el envio del pedido,11
985,Se asignó el rapartidor,4
985,El repartidor vuelve a estar listo,9
986,Comenzó el envio del pedido,4
986,Se asignó el rapartidor,9
986,Comenzó el envio del pedido,5
986,El repartidor vuelve a estar listo,6
986,Finalizó el envío del pedido,15
986,Comenzó el envio del pedido,9
987,Se asignó el rapartidor,6
988,Comenzó el envio del pedido,6
991,Finalizó el envío del pedido,8
991,Finalizó el envío del pedido,3
993,El repartidor vuelve a estar listo,2
994,Se asignó el rapartidor,2
995,El repartidor vuelve a estar listo,14
995,Comenzó el envio del pedido,2
995,Finalizó el envío del pedido,1
996,Se asignó el rapartidor,14
996,Comenzó el envio del pedido,10
997,Comenzó el envio del pedido,14
998,El repartidor vuelve a estar listo,7
998,Finalizó el envío del pedido,11
999,Se asignó el rapartidor,7
999,El repartidor vuelve a estar listo,13
1000,Se asignó el rapartidor,13
1000,Comenzó el envio del pedido,7
1000,Comenzó el envio del pedido,13
1001,El repartidor vuelve a estar listo,8
1002,Se asignó el rapartidor,8
1003,Comenzó el envio del pedido,8
1003,Finalizó el envío del pedido,9
1005,Finalizó el envío del pedido,5
1005,Finalizó el envío del pedido,4
1006,El repartidor vuelve a estar listo,15
1006,Finalizó el envío del pedido,6
1007,Se asignó el rapartidor,15
1007,El repartidor vuelve a estar listo,3
1008,Comenzó el envio del pedido,15
1008,Se asignó el rapartidor,3
1008,Finalizó el envío del pedido,13
1009,Comenzó el envio del pedido,3
1009,Finalizó el envío del pedido,2
1010,Finalizó el envío del pedido,14
1011,Finalizó el envío del pedido,7
1012,El repartidor vuelve a estar listo,11
